txn_id,txn_date,rail,mcc,currency,local_amount,fx_rate,gross_usd,expected_interchange,expected_scheme_fee,expected_net
TXN023363,2026-06-10,ecom_credit,5812 Restaurants,USD,581.79,1.0,581.79,11.44,0.81,569.54
TXN023364,2026-06-03,card_present_credit,4121 Rideshare,USD,231.27,1.0,231.27,3.92,0.32,227.03
TXN023365,2026-06-05,card_present_credit,5411 Grocery,USD,123.92,1.0,123.92,2.14,0.17,121.61
TXN023366,2026-06-03,cross_border,5411 Grocery,EUR,730.42,1.082,790.31,17.09,8.69,764.53
TXN023367,2026-06-12,card_present_credit,5812 Restaurants,USD,179.92,1.0,179.92,3.07,0.25,176.6
TXN023368,2026-06-03,ecom_debit,7011 Lodging,USD,154.24,1.0,154.24,2.38,0.2,151.66
TXN023369,2026-06-12,ecom_credit,5812 Restaurants,USD,64.1,1.0,64.1,1.35,0.09,62.66
TXN023370,2026-06-09,ecom_credit,5411 Grocery,USD,605.65,1.0,605.65,11.91,0.85,592.89
TXN023371,2026-06-14,card_present_credit,5814 Fast Food,USD,57.83,1.0,57.83,1.05,0.08,56.7
TXN023372,2026-06-04,ecom_credit,5812 Restaurants,USD,166.04,1.0,166.04,3.34,0.23,162.47
TXN023373,2026-06-12,card_present_credit,5732 Electronics,USD,307.34,1.0,307.34,5.17,0.43,301.74
TXN023374,2026-06-05,card_present_debit,4121 Rideshare,USD,190.44,1.0,190.44,2.21,0.25,187.98
TXN023375,2026-06-10,card_present_debit,4899 Streaming,USD,100.59,1.0,100.59,1.27,0.13,99.19
TXN023376,2026-06-02,card_present_debit,5912 Pharmacy,USD,15.55,1.0,15.55,0.37,0.02,15.16
TXN023377,2026-06-02,ecom_debit,7011 Lodging,USD,58.0,1.0,58.0,1.03,0.08,56.89
TXN023378,2026-06-11,ecom_debit,4121 Rideshare,USD,289.44,1.0,289.44,4.27,0.38,284.79
TXN023379,2026-06-12,ecom_debit,4899 Streaming,USD,274.32,1.0,274.32,4.06,0.36,269.9
TXN023380,2026-06-14,ecom_credit,4121 Rideshare,USD,283.37,1.0,283.37,5.63,0.4,277.34
TXN023381,2026-06-04,ecom_debit,5812 Restaurants,USD,223.75,1.0,223.75,3.35,0.29,220.11
TXN023382,2026-06-10,card_present_credit,4899 Streaming,USD,448.98,1.0,448.98,7.51,0.63,440.84
TXN023383,2026-06-11,card_present_debit,5912 Pharmacy,USD,13.63,1.0,13.63,0.35,0.02,13.26
TXN023384,2026-06-09,ecom_debit,4899 Streaming,USD,112.74,1.0,112.74,1.8,0.15,110.79
TXN023385,2026-06-12,card_present_credit,4121 Rideshare,USD,260.73,1.0,260.73,4.4,0.37,255.96
TXN023386,2026-06-06,ecom_credit,4121 Rideshare,USD,54.55,1.0,54.55,1.16,0.08,53.31
TXN023387,2026-06-09,card_present_debit,7011 Lodging,USD,68.01,1.0,68.01,0.92,0.09,67.0
TXN023388,2026-06-12,card_present_debit,5812 Restaurants,USD,104.22,1.0,104.22,1.3,0.14,102.78
TXN023389,2026-06-14,ecom_credit,5812 Restaurants,USD,471.42,1.0,471.42,9.29,0.66,461.47
TXN023390,2026-06-07,ecom_credit,5812 Restaurants,USD,348.2,1.0,348.2,6.89,0.49,340.82
TXN023391,2026-06-08,ecom_credit,4121 Rideshare,USD,21.6,1.0,21.6,0.52,0.03,21.05
TXN023392,2026-06-04,card_present_debit,5912 Pharmacy,USD,86.75,1.0,86.75,1.12,0.11,85.52
TXN023393,2026-06-05,cross_border,7011 Lodging,GBP,338.22,1.278,432.25,9.39,4.75,418.11
TXN023394,2026-06-01,card_present_debit,5732 Electronics,USD,18.56,1.0,18.56,0.4,0.02,18.14
TXN023395,2026-06-14,card_present_credit,7011 Lodging,USD,50.05,1.0,50.05,0.93,0.07,49.05
TXN023396,2026-06-13,ecom_credit,5814 Fast Food,USD,589.46,1.0,589.46,11.59,0.83,577.04
TXN023397,2026-06-12,cross_border,5999 Retail,EUR,505.2,1.082,546.63,11.85,6.01,528.77
TXN023398,2026-06-02,card_present_debit,7011 Lodging,USD,197.63,1.0,197.63,2.29,0.26,195.08
TXN023399,2026-06-13,card_present_credit,5732 Electronics,USD,294.18,1.0,294.18,4.95,0.41,288.82
TXN023400,2026-06-11,card_present_credit,5814 Fast Food,USD,278.68,1.0,278.68,4.7,0.39,273.59
TXN023401,2026-06-12,card_present_debit,5912 Pharmacy,USD,47.37,1.0,47.37,0.71,0.06,46.6
TXN023402,2026-06-04,ecom_debit,4121 Rideshare,USD,111.86,1.0,111.86,1.79,0.15,109.92
TXN023403,2026-06-12,ecom_debit,5541 Fuel,USD,207.75,1.0,207.75,3.13,0.27,204.35
TXN023404,2026-06-04,card_present_debit,5541 Fuel,USD,39.74,1.0,39.74,0.63,0.05,39.06
TXN023405,2026-06-12,card_present_credit,5912 Pharmacy,USD,233.8,1.0,233.8,3.96,0.33,229.51
TXN023406,2026-06-13,ecom_debit,5912 Pharmacy,USD,12.12,1.0,12.12,0.39,0.02,11.71
TXN023407,2026-06-05,card_present_debit,5732 Electronics,USD,26.02,1.0,26.02,0.48,0.03,25.51
TXN023408,2026-06-02,card_present_credit,7011 Lodging,USD,315.66,1.0,315.66,5.31,0.44,309.91
TXN023409,2026-06-03,card_present_debit,5912 Pharmacy,USD,58.2,1.0,58.2,0.82,0.08,57.3
TXN023410,2026-06-02,card_present_debit,5912 Pharmacy,USD,176.2,1.0,176.2,2.06,0.23,173.91
TXN023411,2026-06-07,card_present_debit,4899 Streaming,USD,106.01,1.0,106.01,1.32,0.14,104.55
TXN023412,2026-06-07,ecom_credit,5732 Electronics,USD,618.12,1.0,618.12,12.15,0.87,605.1
TXN023413,2026-06-13,card_present_debit,5812 Restaurants,USD,84.68,1.0,84.68,1.1,0.11,83.47
TXN023414,2026-06-02,cross_border,4899 Streaming,GBP,238.71,1.278,305.07,6.66,3.36,295.05
TXN023415,2026-06-13,card_present_credit,5999 Retail,USD,209.94,1.0,209.94,3.56,0.29,206.09
TXN023416,2026-06-12,ecom_debit,5912 Pharmacy,USD,45.91,1.0,45.91,0.86,0.06,44.99
TXN023417,2026-06-11,ecom_credit,4899 Streaming,USD,82.74,1.0,82.74,1.71,0.12,80.91
TXN023418,2026-06-03,card_present_credit,5814 Fast Food,USD,277.0,1.0,277.0,4.67,0.39,271.94
TXN023419,2026-06-11,card_present_debit,5732 Electronics,USD,100.36,1.0,100.36,1.26,0.13,98.97
TXN023420,2026-06-09,card_present_debit,5411 Grocery,USD,56.98,1.0,56.98,0.81,0.07,56.1
TXN023421,2026-06-07,cross_border,5912 Pharmacy,CAD,149.18,0.731,109.05,2.44,1.2,105.41
TXN023422,2026-06-14,card_present_debit,5732 Electronics,USD,152.2,1.0,152.2,1.81,0.2,150.19
TXN023423,2026-06-02,card_present_debit,5812 Restaurants,USD,163.36,1.0,163.36,1.93,0.21,161.22
TXN023424,2026-06-08,card_present_credit,5999 Retail,USD,476.04,1.0,476.04,7.95,0.67,467.42
TXN023425,2026-06-14,card_present_debit,5411 Grocery,USD,88.98,1.0,88.98,1.14,0.12,87.72
TXN023426,2026-06-03,ecom_debit,5411 Grocery,USD,164.16,1.0,164.16,2.52,0.21,161.43
TXN023427,2026-06-05,ecom_debit,5814 Fast Food,USD,89.01,1.0,89.01,1.47,0.12,87.42
TXN023428,2026-06-14,card_present_debit,5812 Restaurants,USD,198.97,1.0,198.97,2.3,0.26,196.41
TXN023429,2026-06-07,ecom_debit,4899 Streaming,USD,205.76,1.0,205.76,3.1,0.27,202.39
TXN023430,2026-06-02,card_present_credit,7011 Lodging,USD,426.4,1.0,426.4,7.14,0.6,418.66
TXN023431,2026-06-14,ecom_credit,5411 Grocery,USD,133.99,1.0,133.99,2.71,0.19,131.09
TXN023432,2026-06-01,card_present_debit,7011 Lodging,USD,8.66,1.0,8.66,0.3,0.01,8.35
TXN023433,2026-06-11,card_present_credit,4121 Rideshare,USD,105.84,1.0,105.84,1.85,0.15,103.84
TXN023434,2026-06-02,card_present_credit,5814 Fast Food,USD,468.86,1.0,468.86,7.84,0.66,460.36
TXN023435,2026-06-04,ecom_credit,5732 Electronics,USD,310.72,1.0,310.72,6.16,0.44,304.12
TXN023436,2026-06-01,cross_border,7011 Lodging,JPY,111219.97,0.00641,712.92,15.43,7.84,689.65
TXN023437,2026-06-05,ecom_credit,4121 Rideshare,USD,47.02,1.0,47.02,1.02,0.07,45.93
TXN023438,2026-06-08,ecom_credit,5814 Fast Food,USD,347.56,1.0,347.56,6.88,0.49,340.19
TXN023439,2026-06-01,ecom_debit,4121 Rideshare,USD,129.69,1.0,129.69,2.04,0.17,127.48
TXN023440,2026-06-04,cross_border,5814 Fast Food,EUR,128.22,1.082,138.73,3.08,1.53,134.12
TXN023441,2026-06-10,card_present_debit,5812 Restaurants,USD,42.63,1.0,42.63,0.66,0.06,41.91
TXN023442,2026-06-12,ecom_credit,5732 Electronics,USD,185.96,1.0,185.96,3.73,0.26,181.97
TXN023443,2026-06-12,card_present_credit,5999 Retail,USD,332.9,1.0,332.9,5.59,0.47,326.84
TXN023444,2026-06-01,card_present_debit,5812 Restaurants,USD,23.93,1.0,23.93,0.46,0.03,23.44
TXN023445,2026-06-09,ecom_credit,5999 Retail,USD,544.88,1.0,544.88,10.73,0.76,533.39
TXN023446,2026-06-10,ecom_credit,5732 Electronics,USD,142.07,1.0,142.07,2.87,0.2,139.0
TXN023447,2026-06-06,ecom_credit,5912 Pharmacy,USD,212.49,1.0,212.49,4.24,0.3,207.95
TXN023448,2026-06-06,card_present_debit,5411 Grocery,USD,162.94,1.0,162.94,1.92,0.21,160.81
TXN023449,2026-06-08,ecom_debit,4899 Streaming,USD,166.59,1.0,166.59,2.55,0.22,163.82
TXN023450,2026-06-03,card_present_debit,5912 Pharmacy,USD,71.69,1.0,71.69,0.96,0.09,70.64
TXN023451,2026-06-12,ecom_credit,5541 Fuel,USD,578.82,1.0,578.82,11.39,0.81,566.62
TXN023452,2026-06-11,card_present_credit,4121 Rideshare,USD,424.42,1.0,424.42,7.1,0.59,416.73
TXN023453,2026-06-03,card_present_debit,5812 Restaurants,USD,32.21,1.0,32.21,0.55,0.04,31.62
TXN023454,2026-06-02,card_present_debit,5912 Pharmacy,USD,72.57,1.0,72.57,0.97,0.09,71.51
TXN023455,2026-06-06,card_present_debit,5411 Grocery,USD,151.14,1.0,151.14,1.8,0.2,149.14
TXN023456,2026-06-11,card_present_credit,5912 Pharmacy,USD,139.76,1.0,139.76,2.41,0.2,137.15
TXN023457,2026-06-04,ecom_credit,5541 Fuel,USD,337.5,1.0,337.5,6.68,0.47,330.35
TXN023458,2026-06-12,card_present_credit,5812 Restaurants,USD,239.99,1.0,239.99,4.06,0.34,235.59
TXN023459,2026-06-12,ecom_debit,5812 Restaurants,USD,197.63,1.0,197.63,2.99,0.26,194.38
TXN023460,2026-06-04,card_present_debit,4899 Streaming,USD,55.21,1.0,55.21,0.79,0.07,54.35
TXN023461,2026-06-14,ecom_credit,5912 Pharmacy,USD,545.71,1.0,545.71,10.74,0.76,534.21
TXN023462,2026-06-03,card_present_debit,5912 Pharmacy,USD,101.67,1.0,101.67,1.28,0.13,100.26
TXN023463,2026-06-06,card_present_debit,7011 Lodging,USD,8.7,1.0,8.7,0.3,0.01,8.39
TXN023464,2026-06-14,card_present_debit,5912 Pharmacy,USD,44.58,1.0,44.58,0.68,0.06,43.84
TXN023465,2026-06-05,ecom_debit,5732 Electronics,USD,233.56,1.0,233.56,3.49,0.3,229.77
TXN023466,2026-06-05,card_present_credit,5912 Pharmacy,USD,159.3,1.0,159.3,2.73,0.22,156.35
TXN023467,2026-06-14,cross_border,5411 Grocery,GBP,214.09,1.278,273.61,5.98,3.01,264.62
TXN023468,2026-06-09,ecom_debit,7011 Lodging,USD,127.72,1.0,127.72,2.01,0.17,125.54
TXN023469,2026-06-05,card_present_credit,4121 Rideshare,USD,93.71,1.0,93.71,1.65,0.13,91.93
TXN023470,2026-06-11,card_present_debit,5912 Pharmacy,USD,134.48,1.0,134.48,1.62,0.17,132.69
TXN023471,2026-06-13,card_present_debit,4121 Rideshare,USD,178.22,1.0,178.22,2.08,0.23,175.91
TXN023472,2026-06-07,card_present_debit,7011 Lodging,USD,58.55,1.0,58.55,0.82,0.08,57.65
TXN023473,2026-06-10,cross_border,5912 Pharmacy,EUR,374.7,1.082,405.43,8.82,4.46,392.15
TXN023474,2026-06-14,card_present_credit,4121 Rideshare,USD,323.02,1.0,323.02,5.43,0.45,317.14
TXN023475,2026-06-04,card_present_debit,5999 Retail,USD,165.62,1.0,165.62,1.95,0.22,163.45
TXN023476,2026-06-02,ecom_credit,4121 Rideshare,USD,304.04,1.0,304.04,6.03,0.43,297.58
TXN023477,2026-06-05,ecom_credit,5541 Fuel,USD,205.88,1.0,205.88,4.11,0.29,201.48
TXN023478,2026-06-08,card_present_debit,5912 Pharmacy,USD,138.65,1.0,138.65,1.67,0.18,136.8
TXN023479,2026-06-05,card_present_debit,7011 Lodging,USD,24.12,1.0,24.12,0.46,0.03,23.63
TXN023480,2026-06-13,card_present_debit,5912 Pharmacy,USD,19.3,1.0,19.3,0.41,0.03,18.86
TXN023481,2026-06-07,card_present_credit,7011 Lodging,USD,312.62,1.0,312.62,5.26,0.44,306.92
TXN023482,2026-06-08,cross_border,5999 Retail,EUR,131.47,1.082,142.25,3.16,1.56,137.53
TXN023483,2026-06-07,card_present_debit,4899 Streaming,USD,213.96,1.0,213.96,2.46,0.28,211.22
TXN023484,2026-06-02,card_present_debit,5999 Retail,USD,208.35,1.0,208.35,2.4,0.27,205.68
TXN023485,2026-06-05,card_present_debit,5541 Fuel,USD,49.67,1.0,49.67,0.73,0.06,48.88
TXN023486,2026-06-07,card_present_credit,5812 Restaurants,USD,405.82,1.0,405.82,6.8,0.57,398.45
TXN023487,2026-06-04,ecom_debit,5812 Restaurants,USD,245.85,1.0,245.85,3.66,0.32,241.87
TXN023488,2026-06-03,card_present_debit,5912 Pharmacy,USD,77.51,1.0,77.51,1.02,0.1,76.39
TXN023489,2026-06-04,card_present_debit,5732 Electronics,USD,54.8,1.0,54.8,0.79,0.07,53.94
TXN023490,2026-06-11,card_present_credit,4121 Rideshare,USD,74.91,1.0,74.91,1.34,0.1,73.47
TXN023491,2026-06-14,card_present_debit,5411 Grocery,USD,11.94,1.0,11.94,0.34,0.02,11.58
TXN023492,2026-06-06,card_present_debit,5999 Retail,USD,216.56,1.0,216.56,2.48,0.28,213.8
TXN023493,2026-06-09,ecom_credit,5814 Fast Food,USD,95.2,1.0,95.2,1.96,0.13,93.11
TXN023494,2026-06-01,card_present_debit,5812 Restaurants,USD,69.73,1.0,69.73,0.94,0.09,68.7
TXN023495,2026-06-04,ecom_credit,4899 Streaming,USD,222.59,1.0,222.59,4.44,0.31,217.84
TXN023496,2026-06-10,ecom_credit,5812 Restaurants,USD,131.98,1.0,131.98,2.67,0.18,129.13
TXN023497,2026-06-04,card_present_debit,5999 Retail,USD,194.43,1.0,194.43,2.25,0.25,191.93
TXN023498,2026-06-09,cross_border,5814 Fast Food,JPY,3954.76,0.00641,25.35,0.65,0.28,24.42
TXN023499,2026-06-03,ecom_debit,5812 Restaurants,USD,170.08,1.0,170.08,2.6,0.22,167.26
TXN023500,2026-06-03,ecom_credit,4899 Streaming,USD,609.93,1.0,609.93,11.99,0.85,597.09
TXN023501,2026-06-02,card_present_debit,5812 Restaurants,USD,70.87,1.0,70.87,0.95,0.09,69.83
TXN023502,2026-06-10,card_present_debit,5999 Retail,USD,73.1,1.0,73.1,0.98,0.1,72.02
TXN023503,2026-06-11,ecom_debit,5541 Fuel,USD,119.82,1.0,119.82,1.9,0.16,117.76
TXN023504,2026-06-02,card_present_debit,7011 Lodging,USD,193.24,1.0,193.24,2.24,0.25,190.75
TXN023505,2026-06-02,card_present_debit,5812 Restaurants,USD,219.34,1.0,219.34,2.51,0.29,216.54
TXN023506,2026-06-11,ecom_debit,7011 Lodging,USD,13.0,1.0,13.0,0.4,0.02,12.58
TXN023507,2026-06-10,card_present_credit,5411 Grocery,USD,337.74,1.0,337.74,5.67,0.47,331.6
TXN023508,2026-06-14,card_present_debit,5999 Retail,USD,145.6,1.0,145.6,1.74,0.19,143.67
TXN023509,2026-06-04,ecom_credit,5912 Pharmacy,USD,265.1,1.0,265.1,5.27,0.37,259.46
TXN023510,2026-06-06,card_present_debit,5541 Fuel,USD,28.67,1.0,28.67,0.51,0.04,28.12
TXN023511,2026-06-10,card_present_debit,5541 Fuel,USD,94.18,1.0,94.18,1.2,0.12,92.86
TXN023512,2026-06-14,card_present_debit,5814 Fast Food,USD,113.52,1.0,113.52,1.4,0.15,111.97
TXN023513,2026-06-05,card_present_debit,5814 Fast Food,USD,170.48,1.0,170.48,2.0,0.22,168.26
TXN023514,2026-06-13,card_present_credit,7011 Lodging,USD,42.32,1.0,42.32,0.8,0.06,41.46
TXN023515,2026-06-01,card_present_debit,5812 Restaurants,USD,213.91,1.0,213.91,2.46,0.28,211.17
TXN023516,2026-06-11,cross_border,5912 Pharmacy,CAD,740.38,0.731,541.22,11.74,5.95,523.53
TXN023517,2026-06-14,ecom_debit,4899 Streaming,USD,16.99,1.0,16.99,0.46,0.02,16.51
TXN023518,2026-06-13,cross_border,5999 Retail,MXN,4667.34,0.0542,252.97,5.54,2.78,244.65
TXN023519,2026-06-12,card_present_credit,4899 Streaming,USD,413.73,1.0,413.73,6.93,0.58,406.22
TXN023520,2026-06-12,cross_border,5912 Pharmacy,JPY,14500.78,0.00641,92.95,2.1,1.02,89.83
TXN023521,2026-06-06,card_present_credit,4121 Rideshare,USD,460.86,1.0,460.86,7.7,0.65,452.51
TXN023522,2026-06-03,card_present_credit,5812 Restaurants,USD,196.54,1.0,196.54,3.34,0.28,192.92
TXN023523,2026-06-06,card_present_debit,5912 Pharmacy,USD,15.55,1.0,15.55,0.37,0.02,15.16
TXN023524,2026-06-08,cross_border,4899 Streaming,JPY,84427.46,0.00641,541.18,11.74,5.95,523.49
TXN023525,2026-06-11,cross_border,5912 Pharmacy,EUR,710.21,1.082,768.45,16.62,8.45,743.38
TXN023526,2026-06-13,card_present_credit,5411 Grocery,USD,26.14,1.0,26.14,0.53,0.04,25.57
TXN023527,2026-06-08,card_present_debit,5999 Retail,USD,142.83,1.0,142.83,1.71,0.19,140.93
TXN023528,2026-06-10,ecom_debit,7011 Lodging,USD,236.81,1.0,236.81,3.54,0.31,232.96
TXN023529,2026-06-02,ecom_credit,5812 Restaurants,USD,86.98,1.0,86.98,1.8,0.12,85.06
TXN023530,2026-06-07,ecom_credit,5411 Grocery,USD,483.91,1.0,483.91,9.54,0.68,473.69
TXN023531,2026-06-04,ecom_debit,4899 Streaming,USD,17.91,1.0,17.91,0.47,0.02,17.42
TXN023532,2026-06-03,card_present_debit,4899 Streaming,USD,210.61,1.0,210.61,2.42,0.27,207.92
TXN023533,2026-06-01,ecom_credit,5812 Restaurants,USD,107.97,1.0,107.97,2.21,0.15,105.61
TXN023534,2026-06-08,ecom_debit,5812 Restaurants,USD,184.56,1.0,184.56,2.8,0.24,181.52
TXN023535,2026-06-10,card_present_credit,5999 Retail,USD,24.3,1.0,24.3,0.5,0.03,23.77
TXN023536,2026-06-05,cross_border,4121 Rideshare,MXN,13971.59,0.0542,757.26,16.38,8.33,732.55
TXN023537,2026-06-03,card_present_credit,7011 Lodging,USD,366.24,1.0,366.24,6.14,0.51,359.59
TXN023538,2026-06-12,card_present_credit,7011 Lodging,USD,367.97,1.0,367.97,6.17,0.52,361.28
TXN023539,2026-06-10,card_present_debit,5411 Grocery,USD,205.62,1.0,205.62,2.37,0.27,202.98
TXN023540,2026-06-09,card_present_debit,5999 Retail,USD,33.34,1.0,33.34,0.56,0.04,32.74
TXN023541,2026-06-03,card_present_credit,5411 Grocery,USD,291.29,1.0,291.29,4.91,0.41,285.97
TXN023542,2026-06-03,card_present_debit,5541 Fuel,USD,150.98,1.0,150.98,1.8,0.2,148.98
TXN023543,2026-06-12,cross_border,5912 Pharmacy,JPY,25371.29,0.00641,162.63,3.6,1.79,157.24
TXN023544,2026-06-06,ecom_credit,5732 Electronics,USD,300.09,1.0,300.09,5.95,0.42,293.72
TXN023545,2026-06-06,card_present_debit,7011 Lodging,USD,207.83,1.0,207.83,2.39,0.27,205.17
TXN023546,2026-06-07,card_present_credit,5812 Restaurants,USD,73.52,1.0,73.52,1.31,0.1,72.11
TXN023547,2026-06-04,card_present_credit,5999 Retail,USD,154.68,1.0,154.68,2.65,0.22,151.81
TXN023548,2026-06-13,card_present_debit,4899 Streaming,USD,125.54,1.0,125.54,1.53,0.16,123.85
TXN023549,2026-06-11,ecom_debit,5541 Fuel,USD,104.77,1.0,104.77,1.69,0.14,102.94
TXN023550,2026-06-01,ecom_credit,4121 Rideshare,USD,18.62,1.0,18.62,0.46,0.03,18.13
TXN023551,2026-06-11,ecom_credit,5732 Electronics,USD,437.45,1.0,437.45,8.63,0.61,428.21
TXN023552,2026-06-13,card_present_credit,5912 Pharmacy,USD,72.89,1.0,72.89,1.3,0.1,71.49
TXN023553,2026-06-13,card_present_debit,5541 Fuel,USD,106.27,1.0,106.27,1.33,0.14,104.8
TXN023554,2026-06-12,card_present_credit,5411 Grocery,USD,80.1,1.0,80.1,1.42,0.11,78.57
TXN023555,2026-06-01,card_present_credit,5541 Fuel,USD,281.31,1.0,281.31,4.74,0.39,276.18
TXN023556,2026-06-10,card_present_credit,5732 Electronics,USD,427.17,1.0,427.17,7.15,0.6,419.42
TXN023557,2026-06-08,card_present_debit,5912 Pharmacy,USD,155.85,1.0,155.85,1.85,0.2,153.8
TXN023558,2026-06-06,card_present_debit,5814 Fast Food,USD,216.9,1.0,216.9,2.49,0.28,214.13
TXN023559,2026-06-09,ecom_credit,5541 Fuel,USD,481.05,1.0,481.05,9.48,0.67,470.9
TXN023560,2026-06-10,card_present_credit,4121 Rideshare,USD,137.77,1.0,137.77,2.37,0.19,135.21
TXN023561,2026-06-04,cross_border,7011 Lodging,JPY,113297.97,0.00641,726.24,15.71,7.99,702.54
TXN023562,2026-06-14,card_present_credit,5411 Grocery,USD,205.82,1.0,205.82,3.5,0.29,202.03
TXN023563,2026-06-11,card_present_debit,5999 Retail,USD,97.97,1.0,97.97,1.24,0.13,96.6
TXN023564,2026-06-09,card_present_debit,5812 Restaurants,USD,4.66,1.0,4.66,0.26,0.01,4.39
TXN023565,2026-06-07,card_present_debit,5999 Retail,USD,28.67,1.0,28.67,0.51,0.04,28.12
TXN023566,2026-06-11,ecom_debit,5999 Retail,USD,106.65,1.0,106.65,1.71,0.14,104.8
TXN023567,2026-06-13,card_present_debit,5541 Fuel,USD,60.11,1.0,60.11,0.84,0.08,59.19
TXN023568,2026-06-05,cross_border,5411 Grocery,JPY,97661.47,0.00641,626.01,13.56,6.89,605.56
TXN023569,2026-06-08,card_present_debit,5732 Electronics,USD,60.46,1.0,60.46,0.84,0.08,59.54
TXN023570,2026-06-03,ecom_debit,4899 Streaming,USD,282.32,1.0,282.32,4.17,0.37,277.78
TXN023571,2026-06-07,ecom_credit,5999 Retail,USD,242.81,1.0,242.81,4.83,0.34,237.64
TXN023572,2026-06-14,ecom_credit,5912 Pharmacy,USD,398.49,1.0,398.49,7.87,0.56,390.06
TXN023573,2026-06-06,ecom_credit,5812 Restaurants,USD,467.87,1.0,467.87,9.22,0.66,457.99
TXN023574,2026-06-02,card_present_credit,5541 Fuel,USD,393.18,1.0,393.18,6.59,0.55,386.04
TXN023575,2026-06-13,card_present_credit,5732 Electronics,USD,14.41,1.0,14.41,0.34,0.02,14.05
TXN023576,2026-06-02,cross_border,5812 Restaurants,MXN,8166.42,0.0542,442.62,9.62,4.87,428.13
TXN023577,2026-06-13,card_present_credit,5814 Fast Food,USD,176.23,1.0,176.23,3.01,0.25,172.97
TXN023578,2026-06-03,ecom_credit,5912 Pharmacy,USD,566.68,1.0,566.68,11.15,0.79,554.74
TXN023579,2026-06-02,ecom_credit,5812 Restaurants,USD,309.6,1.0,309.6,6.14,0.43,303.03
TXN023580,2026-06-04,card_present_debit,4899 Streaming,USD,30.83,1.0,30.83,0.53,0.04,30.26
TXN023581,2026-06-04,card_present_debit,5411 Grocery,USD,86.45,1.0,86.45,1.12,0.11,85.22
TXN023582,2026-06-06,card_present_debit,5812 Restaurants,USD,184.59,1.0,184.59,2.15,0.24,182.2
TXN023583,2026-06-12,card_present_debit,5541 Fuel,USD,182.46,1.0,182.46,2.13,0.24,180.09
TXN023584,2026-06-12,card_present_debit,7011 Lodging,USD,193.92,1.0,193.92,2.25,0.25,191.42
TXN023585,2026-06-14,ecom_credit,5814 Fast Food,USD,45.8,1.0,45.8,0.99,0.06,44.75
TXN023586,2026-06-02,card_present_credit,5912 Pharmacy,USD,384.7,1.0,384.7,6.45,0.54,377.71
TXN023587,2026-06-14,card_present_credit,4899 Streaming,USD,234.01,1.0,234.01,3.96,0.33,229.72
TXN023588,2026-06-13,card_present_debit,5812 Restaurants,USD,195.84,1.0,195.84,2.27,0.25,193.32
TXN023589,2026-06-11,card_present_debit,7011 Lodging,USD,128.55,1.0,128.55,1.56,0.17,126.82
TXN023590,2026-06-02,ecom_debit,5999 Retail,USD,137.64,1.0,137.64,2.15,0.18,135.31
TXN023591,2026-06-10,ecom_credit,4121 Rideshare,USD,496.44,1.0,496.44,9.78,0.7,485.96
TXN023592,2026-06-01,ecom_credit,5411 Grocery,USD,526.53,1.0,526.53,10.37,0.74,515.42
TXN023593,2026-06-11,card_present_credit,7011 Lodging,USD,341.65,1.0,341.65,5.74,0.48,335.43
TXN023594,2026-06-03,card_present_credit,7011 Lodging,USD,212.58,1.0,212.58,3.61,0.3,208.67
TXN023595,2026-06-12,card_present_debit,5411 Grocery,USD,163.57,1.0,163.57,1.93,0.21,161.43
TXN023596,2026-06-03,ecom_credit,4121 Rideshare,USD,358.5,1.0,358.5,7.09,0.5,350.91
TXN023597,2026-06-03,card_present_debit,4121 Rideshare,USD,90.52,1.0,90.52,1.16,0.12,89.24
TXN023598,2026-06-01,ecom_credit,4121 Rideshare,USD,259.36,1.0,259.36,5.16,0.36,253.84
TXN023599,2026-06-03,ecom_credit,5411 Grocery,USD,220.6,1.0,220.6,4.4,0.31,215.89
TXN023600,2026-06-02,card_present_credit,4899 Streaming,USD,242.31,1.0,242.31,4.1,0.34,237.87
TXN023601,2026-06-05,card_present_credit,5912 Pharmacy,USD,277.61,1.0,277.61,4.68,0.39,272.54
TXN023602,2026-06-12,card_present_debit,5732 Electronics,USD,99.88,1.0,99.88,1.26,0.13,98.49
TXN023603,2026-06-10,ecom_credit,5732 Electronics,USD,313.04,1.0,313.04,6.2,0.44,306.4
TXN023604,2026-06-08,ecom_credit,4121 Rideshare,USD,205.21,1.0,205.21,4.1,0.29,200.82
TXN023605,2026-06-12,ecom_credit,7011 Lodging,USD,604.61,1.0,604.61,11.89,0.85,591.87
TXN023606,2026-06-07,cross_border,5999 Retail,EUR,379.44,1.082,410.55,8.93,4.52,397.1
TXN023607,2026-06-09,card_present_debit,4121 Rideshare,USD,171.87,1.0,171.87,2.01,0.22,169.64
TXN023608,2026-06-02,card_present_credit,5411 Grocery,USD,149.96,1.0,149.96,2.57,0.21,147.18
TXN023609,2026-06-01,ecom_debit,5812 Restaurants,USD,245.07,1.0,245.07,3.65,0.32,241.1
TXN023610,2026-06-10,ecom_credit,5912 Pharmacy,USD,341.01,1.0,341.01,6.75,0.48,333.78
TXN023611,2026-06-07,card_present_debit,4899 Streaming,USD,26.96,1.0,26.96,0.49,0.04,26.43
TXN023612,2026-06-09,card_present_debit,4121 Rideshare,USD,4.81,1.0,4.81,0.26,0.01,4.54
TXN023613,2026-06-06,card_present_credit,5912 Pharmacy,USD,47.49,1.0,47.49,0.88,0.07,46.54
